sentence,emotion
@StephenChallens I am looking forward to some funny tweets from you  have a nice day XX,1
EBTM.com is BACK?! ,1
@Artytypes No - I won't say what I was gonna say - morning ,1
Long day. Hope I can catch a few Zzs as a result. Grabbing blankey.     then off to chair. Gotta B up in just a bit 4 the bloodletting. ,1
"good morning internet. my iPod touch might come today  (even if it does, I'm not using it until sunday.)",1
wants to go to a baseball game doesnt care who...someone take me ,1
"@friendlypharm  too bad it's true, for the most part ",1
Another day another... coach load of Brummies ,1
@Candacegirrl Thank God I don't have to take bio! ,1
awake.... on the phone  txt me!,1
"10 blisters from last night's gig, 4 of which have turned/are turning into ulcers of sorts. Still, same gig tonight, again. ",1
wants to find time for scrapbooking ,1
@therealsavannah  dream - miley cyrus? YEAH!! amazing ,1
@economicwoman That's way too sweet - thanks for the kind words!  ,1
"Dear Mr Rudd... Fiber-To-Home? I'll believe it when I see it... And when I see it, I'll hump it  http://ff.im/1XYYd",1
"Dansu o shimasho. Ne, ne? Hip hop combo in front of adult hippidy hoppers--not cool. hip hop combo-mint. hip hop isolation- awesome ",1
is it night everywhere? or any daylight there.. ,1
@bondibeachgirl great! just enjoying my coffee while the boys are out at footy training ,1
Just audited an amazing acting class. So excited to start now! ,1
http://twitpic.com/2y5d4 - my senior picture ,1
Back from work time for my morning coffee!!! ,1
"@nmogha9 I've never seen that movie, but I like the quote ",1
I love my toothpaste. ,1
"@MabelleK Hola! Yes, one of these days!  Good knight! ",1
"Hey, hey, hey! Today's my last day!!!! ",1
"Coachella next weekend!!!!!!!!!! Paul, i'll be seeing you there....  pure happiness ",1
is watching Twilight for the millionth time. ,1
@MindyNeedsHubby hey you...how's the husband search going ? spring is in the air...ripe time for the pickin' ,1
Chriiiiiiiiiiiist i'm tired...too old for this shizzit nowadays!  think will go get a cup of joe to wake me up,1
Stick around ... we will soon unveil Hacker Evolution for the iPhone/iPod ,1
love the jonas brothers ,1
Taken my black 2 sleep Good Night Twitter Familyyyyyyyyyyyy  / if u aint hierd the new music listen now myspace.com/russianrullet1 Enjoy,1
tweetstats and wordle just amused me for half an hour. good times ,1
It happens to me loads. If you reply - my ID is ramdomthoughts NOT randomthoughts - I spell it wrong deliberately. ,1
@Monica_Hughes heyyyyy missy! Welcome ,1
"@derivadow Life's to short to Scoble it. Did you read Gillmor article re FriendFeed: '15 journalists, technologists, and Robert Scoble.' ",1
"@Natikirk hey, thanks for follow  enjoy",1
Good morning everyone! Got a package from Granma...let's see what's inside! ,1
GOING TO BED! NIGHT! ,1
"Close my eyes, all I see is dresses. LMAO. Listening to James Blunt's &quot;Same Mistake&quot; ",1
"@timlovejoy aye, hardly suitable for me to watch at work, had to close it down sharpish ",1
is last day of uni tomorrow ,1
@ddlovato I just saw your interview with katie &amp; karleigh!!  you're so awesome demi! I hope you'll come to germany one day ,1
"@edinatl yup, HAWX is awesome, I love that game  Co-Op multiplayer taking on tanks, bombers, fighters! It's amazingly fun ",1
"Dear God, thanks for a great day.  Now please help me through these 2 midterms   And...into Notre Dame?  AMEN!  Good night!",1
Ahah LOL  oh tom and dougie. FUNNY BOIZ,1
@marshawrites Thanks so much! ,1
@suehenry Great thank you I might chat with him. Thanks ,1
@huesudito De moment em queden 4 temporades de The Wire  i vaig a comen�ar amb Mad Men...,1
"TCK is going to bed. When I wake up, it's warm up and get to work!  Goodnight World!",1
"@billglover Yeah, and then call forwarding to my Chinese cell phone. Want to test local call to # -&gt; cell, and I can't call myself ",1
Weekend was crazy! 3 parties and got back together with my girlfriend  things are going great,1
Second attempt:hi Stefan!you�re so pretty! ,1
@janelle73 love you little baby sister.... cant wait til next semester ,1
did some tafe work and am going to do more tomorrow when im at mummas place.. going up for another baking day ,1
@susanstn it is more abt u r heart and where u want to go in Biz  As for love that is a different question LOL ,1
@mrgarylee Awww that was nice! Thanks  and of course you are very welcome!,1
"@miss_tattoo I wish you could, too!  I'm hopin' to get that facetime!  gotta give him that scarf ASAP! should I go a day before or 2?!",1
lawl I killed this guy's dog and then 1HKO'd him  http://artheido.mybrute.com/tf/449466,1
@dougiemcfly yell something like angelina jolie's on the tele! worked with my dog ,1
Had a really good day today. Now it's  time for bed.  ,1
eating ice cream ,1
"@SaphInfection Oh, OK. That explains it. And puts my universe back into balance a bit. ",1
"going to chase some pills with some vodka, should be interesting ",1
@guardian_renata  you'll have to persuade them ,1
@Melissa808 no pillow for you! hehee... I hope you're layover isn't too long.  Almost there!,1
@andyclemmensen haha ur gonna get waay pissed at us. ur using that pic i sent u as ur facebook picture!!  read the message i sent u on fb,1
"eleonoraelitoday I've got b-day  yay I wish, that some celebrities wish me happy b-day xP haa xD it'll never happen ...",1
"@RulerofDazzle Right. Ok. Already had that. I'm sorry, I thought I missed something else. I didn't mean to look dense. ",1
"@TheEllenShow Oh, Ellen... Please tell me Dr. Manhatten was wearing clothes!  Know that the GF was a little shocked when we saw Watchmen",1
@ExpectToConnect i'll be sure to  look forward to seeing it!,1
"I'm going to shop with my BFF today, it's gonna be fun  i can't wait",1
"@timdp, which train? ",1
i think its time for a myspace eedit.. i just ceebs doing it.. besides i am writing my diary for amelia ,1
@Jon_Favreau http://twitpic.com/2x2e6 - That's awesome! ,1
Hey fellow Tweeters please follow BGLuxuryBandB  Huge things coming really soon! Super Super cute stuff ,1
just got done watching HAARP for like the 5th time now. amazing dvd. ,1
@sian_the_mouse yay! a duck! if i want anything watching me it'd be a duck!  lol,1
@nick_carter check it out  http://www.bored.com/pranksite/index.htm,1
Setting up new systems for contributors ,1
The sun is shining! Can I get work squeezed into a morning and escape for an afternoons walking? ,1
@vavroom thats ok I have eye fillet coming in about 6 minutes ,1
got up to take the Mr to work on his birthday ,1
@ShannaMoakler I'm afraid to fly too. What do you do when you HAVE to? I usually pop ativan and valium. Or maybe Ambien.  Works ok!,1
@RonGetzLucky hello!!! Thanks for sayin hi!! I hope you like to watch!! ,1
@bebe33 He's got other qualities... I'm pretty lucky ,1
"checking out diigo for #openaustralia #publicwhip for UK &gt; Aus parliamentary info translation, unless you'd like to bring some Lords over ",1
"Everyone except me seems very busy doing something today..  When everyone works I chills, when everyone chills I works  LOL!",1
@rosenstand @anderssaugstrup [uk] It's hard to tweet [dk] &quot;I dag har Anders f�dselsdag..&quot; [dk] within just 140 characters ,1
@TregorySullivan w00t! I rate 78% of your @ asshattery? Awesome! Now I need to follow the other people you bug. ,1
Too cute for words. ,1
my flow so tight ,1
...feeling better . I'll be fine...I guess...I hope... ,1
@ainaalano gonzo...continued from last post ,1
I have the greatest boyfriend ,1
@abacab1975 yep...off to work soon ,1
@dougiemcfly morning mr poynter  ur up early,1
"My sister is currently telling me how 21 year olds should be at the bar, not reading books. Maybe I'll take a book to the bar with me ",1
enjoying the nice weather ,1
@trendhunter Very nice pics! Thanks for sharing it  ,1
@Hollywood_Trey ,1
is so anxious for thursday! I can't wait to see mike its been 3 and a half months! ,1
"@FinancegradTH Some days I have too much to say. Not a bad thing to be at a loss for words, you use your brain for much greater things. ",1
Ordered my DSi and GTA. Can't wait ,1
"@Mjamme I'd like to put myself forward as one of your 100 men. I can't tick any of the boxes, but I'm a nice guy anyway. ",1
@radcs when are you putting a photo up? ,1
"oh wait, thunderstorms tomorrow?! ohSHIT, then YAY!!!!  i love love love thunderstorms! g'night again haha",1
@gwane and I'd go with either a nose ring or an eyebrow bar... In my opinion ,1
what that - dissertation script is finished and with his tutor for final reading  COME ON!,1
@SITSGirls it does indeed. hope you are well too! why are you awake at this hour? ,1
http://twitpic.com/2y5h0 - Ukey my new uke ,1
@KateKendall me too! Nice work Kate ,1
@sannewielenga thank you ,1
@JMatthewFlyzik &quot;i poke her face&quot; by kid cudi feat. kanye west and common is better ,1
"off to work now,tweet you guys at lunchbreak ",1
talking to @davids2nd ...can't wait to hear the track david and @neljay Recorded ,1
designing my graduation announcements ,1
@joshinthecity Well i'll have you know I got one. AND and Iron. AND a heater. WAY DOMESTICATED ,1
is getting ready to install our BI stack again ,1
"today I've got b-day  yay I wish, that some celebrities wish me happy b-day xP haa xD it'll never happen ...",1
@abhisheknagar quite similar to what happened with GW Bush in Iraq ,1
"@Zygoatsalami  sure, we need to get together to brainstorm up some blueprints.",1
"Mum, if you're reading this I just want you to know I think you rock.  We shall enjoy the 400 together ",1
"@unitechy I found the answers, Thanks ",1
@CHRISDJMOYLES I`m excited for you  I have no idea why your going but it must be all good,1
"@MANDY_EMMERSON I know you do, Go TEAM GB ",1
@LFTA ...And Prince - Erotic City (Feat. Shelia E) ,1
DONE dun dun.  I guess we're getting off the computadora. Night.,1
shopping shopping shopping!  I'm in desperate need of some shorts n stuff for Spain! B-),1
@mcflykaiserflik sam and dean  i'm in the modd for watching it now...,1
"@annikarae That's a superb picture, doll face ",1
"Although I am heading back to PC land for a some time, I'd still like a Mac Pro at some point  http://is.gd/r9zI",1
"@oedesigner great link, it can certainly help a lot that's for sure! just got to know what to do and what not to do ",1
first i gotta set up some other anti spyware programs to give my dearest Spybot some company ,1
It's great to know to be in your thoughts!!and...yes..we are lucky. ,1
"@KavisMusings [Two mules cant make a race horse] Interesting. But, I've read that mules are smarter than horses &amp; do more work ",1
@Halliway danke ,1
@babysitterdirec I was one of 5 kids  We didn't go on many holidays; there was too much to organize lol!,1
I have worked out how to Integrate Twitter into a web page ,1
Follow Follow Follow lmaoo ,1
www.killerjo.net try not to focus on science ,1
TIme to head off and start another day of work.. hope ya'll have a good one.. catch you when I return ,1
"@RealPaulRudd , nice interview On Letterman!! I love your personality, charm and  sense of humor... ",1
"Birthday wknd was a success, and got some, and then some ",1
On my way to a business coaching client. I look forward to It! ,1
@nicolerichie yes I had all the books as a child ,1
@mariapetersen I'll try my best to be at the Heather tomorrow for the tweetup ,1
"@bronte_saurus Being a grownup with no responsibilities is awesome, though. ",1
@brandyfan4life glad to see you here... I heart other Brandy fans  goodnight!,1
"@levimorales well, i'm doing good here as well  and having fun at the same time. have a wonderful week as well ",1
"Believe it or not, I actually did it... ",1
@beastoftraal so the bata line will change from &quot;the world at your feet&quot; to &quot;the world in your face&quot; ,1
@gajgupta i see u r into gardening these days.. not bad ,1
Finally is a VERIFIED PayPal member ,1
just watched &quot;how to lose a guy in 10 days&quot;. i might have cried a little ,1
@cartman +1 ,1
@ricklondon oh now who is comfortably Dumb ,1
We're on most sessions in #AdTech Paris btw. Feel free to DM or reply to meet ,1
@aulia @savitri - I definitely missed something  It's my first ;),1
@OfficialPRofOZ back at ya ,1
@mpesce they leave it on the street and string the hose up over the balcony ,1
"@CiaranCuffe  #bludget #B09 But Budget 09 happened in October, remember? ",1
@InnaLA_RE It is very simple.. Use firefox or IE n just copy the updates n paste it.. ,1
@sian_the_mouse woot!!!!!! ,1
"vegetarian recipe, a great experiment ",1
i love to drink... water! so pure  today was a GOOD DAY!,1
Dull greyish day in Brussels. Wearing C&amp;S N�88 from a sample and loving it as usual. Will definitely be buying it at some point... ,1
"@Tsarnick  Man, cheese popcorn on Food Network! Me want!",1
@DHughesy You can actually swear you know lol. there's even somewhere that counts your swears.much fun...www.cursebird.com ,1
@Neil_Duckett Cool pics. In Kyoto geisha are usually called &quot;Maiko&quot; ,1
its 3:33am and I'm finally going to bed! ,1
"@jnarin oh i didnt know what you were talking about. got it now. while i cant imagine, i am sure they dont realise what it means. ",1
Little work out was good  Specially since we were watching the Hills at the same time lol,1
Watched &quot;Snatch Wars&quot;. Hilarious! Cheers @twll  http://www.youtube.com/watch?v=kDKiQfBs9lo&amp;fmt=18,1
"Just added myself to the Twitter Directory, you should too  http://justtweetit.com/graphic-designers/",1
Just getting ready for work oh joy is me! Roll on holiday ,1
"Apparently I was playing Risk on a railroad track, HARDCORE RISK PLAYER 4 LIFE!!! ",1
@anbudan_BALA agreed &amp; accepted sir. 2 mistakes are not UNPARDONABLE ,1
"If you could see me now! Sat here with Tartan blanky across my lap like OAP, hair looking like a knitted rug, bright pink Pj's &amp; a smile! ",1
@ninaneverknew i'll be there as well! maybe tomorrow ,1
"Followers, The More The Merrier! ",1
"studying for a test, designing 2 logos, starting on my final project, and playing with InDesign. totally happy ",1
@dougiemcfly have fun ,1
can't wait to see cody wednesday  i love my boyfrieeennd,1
"OK..one hour and counting, 4 days off and going to enjoy every minute of it! hair done, spa, kickboxing, hiking!!! ahhh can't wait  ",1
how come only audrey updates twitter. i need to follow more people.... sorry audrey ,1
@ginoserge Now look SERGE don't try to escape your identity  hehe  How are you man?,1
"working, tweeting, facebooking and enjoying a raspberry mocha latte ",1
"@somemandy blum boleh dong, maaf ibu hamil ",1
"Ok, sun not shining now, but still happy ",1
I got a half-decent night's sleep. ,1
Good Morning! Determined 2 make it sweeter than b4... ,1
Eventbox testen.. ,1
"in the meantime, trying to figure out a new background for my twitter ",1
Is about to go home ,1
@radiogrinch Hi Grinch! I really would like to here your English podcast even if taking in consider the fact I am native Russian speaker ,1
Welcome to the Coffee OnLine Twitter page! Please feel free to follow us in the Twitter World! ,1
My mate is currently on Deal or No deal!  ,1
@DonnieWahlberg hoping to come to Chicago for a third time!  You are competing with No Doubt this summer though ,1
@mamlamarquise Beautiful earrings! Very gentle ,1
"Starting a new day, a rainy day but inside me the sun allways shines! ",1
@1indienation use it on apps. ,1
"Will it work, won't it. Will it work, won't it.   ",1
@TimNoonan you should buy an ex army hummer... wouldn't matter if you ran into anything ,1
is amused that she gets to 'bully' her aunt at work!    ,1
@CHRISDJMOYLES next time come to Hemel Hempstead ,1
@Willie_Day26 ,1
@beautifulpyre Thanks for the Vodou Music.  Just what I need to send me to sleep.  ,1
@tomblackuk because its great lol. Just finished ,1
is playing SUPERPOKE PETS ..  http://plurk.com/p/n09nq,1
I found my motto: If you hit on my woman I will hit you ,1
it was SOOO simple...but i knew i would get it!!  *smiles REALLY big* good night!,1
"Does anyone know where I can get real copper ear wires in the UK, I don't want copper effect, I need the real thing, help me please! ",1
@AmineB whassup? ,1
Listening to the sleepy ramblings of Emily... I'm sure it is a very interesting story ,1
really likes diet cherry vanilla dr. pepper. its amazingness in a bottle ,1
I just finished the seat of my bench! But enough Maya - I'm going to sleep now. Hope to finish it tomorrow. I'm going to dream in 3D... ,1
I've always wanted to try that...  http://www.bypassfirewallnow.com - &amp; guess what - It works!!,1
"@nrlfanclub I know, crap site huh? ",1
@FUCKCITY dude you're totally rocking the stache!! Avocardo handrolls are so damn good.. Thanks for dinner insirstion Andy ,1
@Solarys_30 Thanks ,1
gotta finish off with the remaining 30 MCs left in the morning ,1
@voidet hey! What have you been up to? ,1
Got a 3.5 in French!      bobo sa exam!  YEY! 75% lang haha///,1
@stephenpearne morning ,1
trying to work out exctly how Twitter works...shouldn't take too long lol ,1
@wandaharland i will continue to smuggle whole crates in my bra then! ,1
"@isedo sush, memory- champ  Good morning honey ",1
@akshatk Heh! It was hilarious! But why do they always miss!!??! ,1
"@makeupbylinvia read your blog, LOVE the pics, i wish i could do that lol ",1
@BrokenRoses haha yes it did  i'll just say that my parents aren't available or whatever. you know for chi1 it isn't cumpulasary. ffs,1
@robs_maid with the flashing. at me specifically ,1
@bulhaa libey thaa libigannaaaashe.... goooood miadhu ekkoh ves nidhaa... ,1
"@waivethesale Yes! FM, the best way to listen to the radio  Will be very sad if it's switched off. I like DAB, but FM ... *sigh*",1
@imalexevans omfg you watch skins?! you're officially perfect! ,1
@j0anna_rae   lol... it is a great series. I like the 3rd book the best! ,1
@AdamBuxton1 yayy. You guys are up for 4 sony awards.  *does small dance*,1
Had such a good time tonight...it was needed...thanks sistahs! ,1
@Metroknow what? so early? lame. ,1
@peekay id say the interaction is greater on Iain's show...real time wise. Plus A&amp;J are nominated else where so fingers crossed for Iain ,1
"@0xdeadbeef yup, looks expensive. But in the states people get a boat or a car as &quot;l�nef�rm�n&quot;, maybe you need a new monitor?? ",1
Morning All.  Reading the Secret and it Works ,1
am in an Internet cafe somewhere in Los Banos...need to submit something ,1
is talking about twitter and similar stuff ,1
Made a Time Table for Blogging for the first time! Hope it works well for me ,1
@felipezee I have to disagree... he is cute until you look at him. ,1
@dagfinnr  any reason in particular?,1
10 things i hate about you  then bed,1
"is thinking about focusing more. I don't want to be known as one of these people: ???? = all talk, no action. Goodbye online world! ",1
@warrenparkinson the production is called Block Party. We dance while playing and making constructions with huge blocks ,1
"@DonnieWahlberg ok, so you reading this is highly unlikely but i don't care cuz i can't sleep..suggestion..If you go away..just a thought ",1
@theollymann sounds like you celebrated the nomination properly!  best of luck. so excited for you all! ,1
@hanseric You can call me Faith. ,1
listening to music... ,1
@thisismyiq goodnight luv ,1
"@MinaMeow I decided against it a while ago.  But, im a statistics and research geek   so, the information is fascinating to me.",1
"@kaleenka I've never been to a casino, far too poor!!! ",1
@musiqvixen yay ali you have this  u will get hooked its fun,1
weeeee!!!!! just found sum sweet old music ,1
@thejacksonfiles ,1
Just had my bath. ,1
"good morning...still at miris house, but today i will be alone again...so my best friend give me a call ",1
"&quot;best decision of my week. I mean, like, not my whole week.&quot; ",1
@litrik I prefer dutch hosters ... you can still drive there and don't feel guilty when you are kicking their asses ,1
@nova937music wow! artistic ,1
smaaack that ass! hahhahahaa  i make myself laugh!! oOooOh sleeeep! ahha g'niite!,1
"@rnmetty Yeah, I think you're right. Just kinda annoying to be ignored. Oh well. ",1
"Guitar Learning System   http://www.extremetech.com/article2/0,2845,2344543,00.asp",1
trying to work out exactly how Twitter works...shouldn't take too long lol ,1
Sinon Hello twitter ,1
having a day off ,1
@boobsie_lu oh before i forget.. you gotta go see montell jordan friday cuz yo man t shammond is performing.. ahahhaha!  good night love.,1
@tommcfly i reckon you guys should do radio 1's big weekend! if your worried you wont have a place to stay ill happily give up my bed ,1
in-laws and b-day boy carlos are all in dreamland. i'm so happy they are here.     ,1
repeating 'thats the point of twitter' many times ,1
@meyuy  means u should go and shop new pants  ,1
"@la_oof Hmm, for that, I would need to know what a splash page was   The graphic on the first page is a vector  of an old TLR.  That it?",1
@alexiaaa well i like them better than the chocolate and milk (?) ones ,1
@AndyVV Win! I would suck at the beer tasting one... but it would be good for a laugh! ,1
Just installed Facebook and Twitterific apps to iPod. I'm excited! These are neat! ,1
@SaphInfection Because...the Simpsons! At your fingertips! Especially the early seasons that don't get rerun much. Sweet/neat/cool/etc. ,1
"@irfanahmed It's always good to meet up with people, and drinks (even Coca Cola) help  Meet-ups aren't huge, but regular &amp; friendly.",1
@joeallam Challenge Exceeded! Nicely done sir ,1
@tyefighter Green and blacks? ,1
Ahhh...signs of life in twitter land ,1
"@Chris_A_Smith OMG ASTRO WARS - I remember  spending AGES playing it! loved that game - played it very recently, my mum kept it pristine ",1
A weekend of Pure Awesomeness ahead... ,1
So excited about my 30 min yoga session ahead of me  Followed up by berocca and goats yoghurt  ooooooooooommmmmmmmmmmm,1
@coffeeonline I really hope to visit someday.  Seems like a lovely place.  ,1
@sh00nya bad thing is i need to work more on it.... ,1
Oooo and i might be meeting someone in york about singing ,1
@johnlloydyoung Which one? Seems the JB blog is asking you for clues ,1
@amazondotjon http://twitpic.com/2xx4r - sweeeeet picture if only i could see his face haha sweet sunnies tho...i want them ,1
"So you guys think ur so cool with ur bromances, well guess what we have homances! Thats right im in a homance with @StefanieErin ",1
@desieliz don't forget you owe me eightfive dollah ho!  lol,1
SOOO TIRED. Should go to sleep earlier....but I can't!   Today's danceable tune: http://www.youtube.com/watch?v=5PK-D4bgo_Y,1
@Josephine__B  hey hye you Twitter addict   i have something interesting to tell you tmoz im off to soccer xo,1
Funny kid gives the evil look - Pretty damn funny  http://www.youtube.com/watch?v=o_U7TXqwCJc,1
@suziam I have that movie on DVD! 'Twas a childhood favourite ,1
congratulates WeenKee on two adorable little guineapig babies whose names @blackshtef is going to crowdsource... Right? ,1
@chrislmar well if not sleep you should have stayed -- showers don't take four hours ,1
"today I've got b-day  yay I wish, that some celebrities wish me happy b-day xP haa xD it'll never happen ...",1
"@JolijnPosthuma Don't think  I'm saying that am I?!  as for your example one ZC doesn't mean a thing, but a set of all valid ZCs does!",1
@mojosanjay Nice suggestion to Tharoor's team on the use of Social Media. HIs asst must have responded. I believe he is on Twitter now ,1
Bring on the bank hol weekend ,1
Danni is sleeping this is her sis brittbut shell be on tomorrow maybe ,1
Meatloaf- I love it! ,1
@britzillah heyy i gots your package! Awww i have soo much to read up on!  Thanks forrr everythingggg and you're ice cool as well!,1
Off to have a shower ,1
Good morning twitter world ,1
@JamesARay It's good to be in your dreams. ,1
I'm uploading VEDA 7 as we speak ,1
Watching part one of the &quot;Who was Jesus&quot; trilogy from discovery channel  on dvr. ,1
"@gabbler well you are a Charming Man, after all ",1
@sarallenconsult habe not tried that - I love watching movies and I get to watch 5 or 6 back to back !!! How cool is that ,1
@itsdawns got a grade of 100/100 on @grader.  Check it out:  http://twitter.grader.com/itsdawns WHHHOOOHOO YAHOOOOO and YEHHAAA now what ,1
@bkGirlFriday i'd have to guess it's food-related: pixie stix or maybe  ... a Hostess treat like ding-dongs? ,1
@styler i can come along i think now  am making a button necklace tonight ,1
going to soccer  yeahhhh,1
"http://www.deezer.com/track/2577641 On a nice day, I don't care what they say ! Ready for this nice day ",1
ok i'm being daring and wearing shorts and flip flops today ,1
@katehughes he has been like that for some time! there is also the paxman ! dont get me started ,1
@Tyrese4real Goodnight ,1
"Is watching a zombie movie with paul, her random late night visitor. ",1
@you_know_better ??????? ??? ?? ??? ,1
"@stephaniekate85 If I have one, I will! ",1
@abisignorelli Great article.. Personally I think he should tell F1 to stuff it and go and race Indy Car in the US.. ,1
Im off to work in a mo and am excitied about getting things ready for my new flat ,1
@hoccgoomusic  Goo ~ what made you so happy?   just wondering~~~,1
@ceetee Talk about dedicated service ,1
@sammymax Just chomped on your seaweed. And liked it ,1
loves music ,1
woo. its late! haha  goodnight twitterverse! xoxo,1
Morning all. Good to see all your avatars are back  felt a little 'twilightish' there for a bit  haha,1
@ShermanHu the last thing a woman needs is another man who's fast &amp; furious ,1
@mileycyrus counting sheep doesn't work.. Trick is.. Trying to stay awake. ,1
@litrik none of them    I deal with locals I trust ,1
@AdrianaLemus always happy to use them on.. ah.. for you. ,1
@RussellCrowbar On my skates ,1
Waheyy my cold is getting much better  It looks like it's going to be a good day today!!!! ,1
@mlvalentine Merci! (Now I need to go find it before it falls off the stream... !) Say hi to Sophie for me ,1
My 6 canvases ... #30da (30 day artist experience) watch this hash tag all this month  http://twitpic.com/2y5rd,1
"@matthew858 also, you can use http://www.chombo.com.au/images/100meg.test to determine your throughput to our servers ",1
@RealHughJackman Wow...I had lunch at Dooley's @ Silverwater and thought THAT was a nice way to spend a couple of working hours...you win ,1
what a great day  8 readings straight and still going ! love the room at Chakra in Acland St it has the best energy !,1
I LOVE TWITTER!! 2 days till Sam's 16th YAY!! ,1
On the way to work! Looking forward to seeing @hollykins83 later! ,1
"todays diet: 2 packets of chips, 2 apples, lots of maccas, biscuits and sultana cake ",1
Just had a fabulous day at disney land ,1
@mileycyrus hey Mi! how r u doing? ;P Greetings from Poland ,1
"Countdown: 7:16 h until my vacation will start  8 days off, better than nothing. ",1
@TinkerDel I'm getting my son and god kids over to bake a cake....my sister might have a easter hunt for the kids ,1
"@balmain_belle bad news on the rejections, but all you need is 1! ",1
Happy Birthday my dear Love ,1
sitting at home and listen to my fav music ,1
"@Framusic Ciao !!Come stai ?! Im in school during my Italian lesson, just thinking of you  Im in holiday this saturday, I cant wait! Love!",1
@darrinreeves &quot;tate st ives&quot;...like the roof cafe ,1
"@Jamaipanese but, you may want to be jumping in my suitcase in, oh, around August. Announcement to come soon ",1
@vampiravalo for my birthday which is in June...Either Razorblade Romance or Deep Shadows and Brilliant Highlights would be cool. ,1
@Pussycat253 it will all be worth it in the end ,1
watching a family movie with the kids - precious ,1
Chatting online ,1
"@danielakrocks I hope so , If I hear anything I will post it here ",1
I'm loving it...this time da pre poll drama is at its best n surely will reach its crescendo! ,1
hols are going great  suns out every1 is happy wot more cud i ask for XD,1
And if you want privacy what you are you doing on twitter??? ,1
"@Mattdavelewis  good Morning ,Matt ! have a smileriffic Day !!     ",1
"@theDebbyRyan yknow, you look a little like Selena. ",1
"@amethystfirefly If that doesn't work, we'll upload the pic. We snagged it ",1
@mileycyrus Wow! It is officially napping now. Good Luck..... ,1
@LelahG  u already know,1
"@mileycyrus haha still up? i've tried it about 10 times and it only worked once, at like 100 haha . goodluck! and goodnight!  &lt;3",1
Looking forward to the meeting with Pastor Kong and JW later! ,1
I saw the sun blazing through my window and just had to get out of bed... lush ,1
Has a craving to go to the Burswood soon  been too long!! ,1
Okay be safe v (ictoria) ,1
@markress Mucvhly welcome. ,1
@wafflesgirls  that is a LOT of cats...reasoning behind such a decision?,1
@lucasdiaz how do you have it already?? gosh i'm thrilled ,1
@ysnjen its not the quantity of your users.. its the quality of your users  .. social media metrics!,1
"@rustyrockets Russell dear, will you go to prom with me? ",1
"Part 3: long before the US became afraid of the words fuck, cock, pussy and so on   RAW is Delirous and DELIRIOUS is raw  5 out of 5",1
"Cookieex3 @lund91  Hahaaa, Thankyou(: The next episode of Silence is out soon ",1
@sian_the_mouse ,1
Morning everyone ,1
@bloghamptons that was an great story.  I remember last year that someone did that at a starbucks and it kept going down the line ,1
"@leebrownhill unfortunately its hard not to be sometimes, hope todays better for you ",1
@7EpicBloggers  WOOOT It's my turn to blogg! ,1
Is going to a theme park ,1
yes! Bulls on Parade/Sleep Now in the Fire! perfect combo! ,1
@renesebastian jay for outlook! ,1
@scrufus @rochvergara Thanks! I'll look into them ,1
itttsss redsox seasonnnnnn ,1
BRITNEY is DEFINITELY a 'put on a show' kinda girl!!  B L A S T!!,1
@wenlock Thank you! Will try to take you up on that offer soon ,1
@Johnnyrecorder Just lovely ,1
@glen_george i've been drinking so much thums up in the same hope.. there is a apache rtr160 every hour ,1
Not even 9am and I'm already advanced with my today's plans. It's gonna be a productive day  I'll watch 24 during lunch...,1
@LdyDisney I want that in writing - like maybe a personalized signature in your new book... ,1
I can't go to sleep! let's conversate ,1
@Tyrese4ReaL GOOD NIGHT MR GIBSON. ,1
@doubleickey u know those minichocolates in the shape of liquor bottles? with liqour inside em ,1
http://twitpic.com/2y5s2 - PIC of me n my boo! MINE MINE allllll mine  My tiny little boo is thee best.,1
@imranhussain craving = irrational lust for something that isn't explained by actual need ,1
@duanestorey I heard is your birthday today? Congratulations &amp; Happy Birthday! Hope you have a great great day. ,1
Seems that I'm having one of my &quot;kewl-mooded&quot; dayz somehow  Probably. Or I should drink less coffee?.. O_o argh. Need to buy coffee.,1
@Kimalone thanks! ,1
Ugh shaney not shandy silly predicitve text. Foe the record I don't like shandys but I like shaney ,1
reading writing and CP'ing ,1
@mswilliamsmusic  Hope ur having a great night hun n that ur feeling better.,1
@Babybandit my sister is like really good so i don't need to shout at her or something  makes my job easier. its fun working with kids ,1
"im soo tired. But i have my hat now, graduation hat mom started crying when i had it on  Love u mom, and my Tiger",1
"@tesslee thanks, i prefer to keep my memories as it is... ",1
@minalagarwal I was referring to ur previous tweet about u (rather you'll) doing it. Way to go putting it all out there on Twittersphere ,1
I have the urge to get the old microscope up and running. ,1
@duccky well there you go!  and no prob!,1
"was eating ham=o, i am pretty bored sooooo you should talk to me ",1
CHINA - your input / quotes for next month's article in a Beijing mag. it's titled &quot;The Self Diagnosed China Expert&quot; ...ooh. disruptive. ,1
"today I've got b-day  yay I wish, that some celebrities wish me happy b-day xP haa xD it'll never happen ...",1
"on Twitter, Facebook, Bebo, iTunes, and checking emails  i feel clever",1
@candyoh13 that was me 2 days ago ,1
@sengming woh congrats. do blog abt it - we're planning on a kinabalu trip too - mebbe in 2010 ,1
@stpolky still in retro mode I see  showing your age ;),1
@WULFFBOY aww..stop it....  u know i love ya,1
going too guitarr lessons ,1
@irfanhaneefcl 4 what ?? ,1
